"date_utc","date_time_utc","usdtz_price"
2021-05-01,"2021-05-01 18:14:28",0.173617315785673
2021-05-01,"2021-05-01 18:20:03",0.173617315785673
2021-05-01,"2021-05-01 18:30:03",0.173617315785673
2021-05-01,"2021-05-01 18:40:03",0.173617315785673
2021-05-01,"2021-05-01 18:50:03",0.173617315785673
2021-05-01,"2021-05-01 19:00:03",0.173617315785673
2021-05-01,"2021-05-01 19:10:03",0.171142181510213
2021-05-01,"2021-05-01 19:20:03",0.171142181510213
2021-05-01,"2021-05-01 19:30:03",0.165599581872639
2021-05-01,"2021-05-01 19:40:03",0.165599581872639
2021-05-01,"2021-05-01 19:50:02",0.165599581872639
2021-05-01,"2021-05-01 20:00:04",0.165599581872639
2021-05-01,"2021-05-01 20:10:03",0.165599581872639
2021-05-01,"2021-05-01 20:20:03",0.165599581872639
2021-05-01,"2021-05-01 20:30:03",0.165599581872639
2021-05-01,"2021-05-01 20:40:03",0.165599581872639
2021-05-01,"2021-05-01 20:50:03",0.165599875629465
2021-05-01,"2021-05-01 21:00:03",0.165599875629465
2021-05-01,"2021-05-01 21:10:03",0.165599875629465
2021-05-01,"2021-05-01 21:20:03",0.165599875629465
2021-05-01,"2021-05-01 21:30:03",0.165599875629465
2021-05-01,"2021-05-01 21:40:03",0.165599875629465
2021-05-01,"2021-05-01 21:50:03",0.165599875629465
2021-05-01,"2021-05-01 22:00:04",0.165599875629465
2021-05-01,"2021-05-01 22:10:03",0.165599875629465
2021-05-01,"2021-05-01 22:20:03",0.165599875629465
2021-05-01,"2021-05-01 22:30:04",0.165599875629465
2021-05-01,"2021-05-01 22:40:03",0.174306850328239
2021-05-01,"2021-05-01 22:50:03",0.171839961612776
2021-05-01,"2021-05-01 23:00:04",0.171839961612776
2021-05-01,"2021-05-01 23:10:03",0.171839961612776
2021-05-01,"2021-05-01 23:20:03",0.171839961612776
2021-05-01,"2021-05-01 23:30:03",0.171839961612776
2021-05-01,"2021-05-01 23:40:03",0.171839961612776
2021-05-01,"2021-05-01 23:50:03",0.169451604461273
2021-05-02,"2021-05-02 00:00:03",0.169451604461273
2021-05-02,"2021-05-02 00:10:03",0.169451604461273
2021-05-02,"2021-05-02 00:20:03",0.169451604461273
2021-05-02,"2021-05-02 00:30:03",0.169451604461273
2021-05-02,"2021-05-02 00:40:03",0.169451604461273
2021-05-02,"2021-05-02 00:50:03",0.169451604461273
2021-05-02,"2021-05-02 01:00:03",0.169451604461273
2021-05-02,"2021-05-02 01:10:03",0.169451604461273
2021-05-02,"2021-05-02 01:20:02",0.169451604461273
2021-05-02,"2021-05-02 01:30:03",0.169451604461273
2021-05-02,"2021-05-02 01:40:03",0.169451604461273
2021-05-02,"2021-05-02 01:50:03",0.169451604461273
2021-05-02,"2021-05-02 02:00:03",0.169451604461273
2021-05-02,"2021-05-02 02:10:03",0.169451604461273
2021-05-02,"2021-05-02 02:20:03",0.169451604461273
2021-05-02,"2021-05-02 02:30:03",0.169451604461273
2021-05-02,"2021-05-02 02:40:03",0.169451604461273
2021-05-02,"2021-05-02 02:50:03",0.169451604461273
2021-05-02,"2021-05-02 03:00:04",0.169451604461273
2021-05-02,"2021-05-02 03:10:03",0.169451604461273
2021-05-02,"2021-05-02 03:20:03",0.169451604461273
2021-05-02,"2021-05-02 03:30:03",0.169451604461273
2021-05-02,"2021-05-02 03:40:03",0.169451604461273
2021-05-02,"2021-05-02 03:50:03",0.169451604461273
2021-05-02,"2021-05-02 04:00:03",0.169451604461273
2021-05-02,"2021-05-02 04:10:03",0.169451604461273
2021-05-02,"2021-05-02 04:20:03",0.169451604461273
2021-05-02,"2021-05-02 04:30:03",0.169451604461273
2021-05-02,"2021-05-02 04:40:03",0.169451604461273
2021-05-02,"2021-05-02 04:50:03",0.169451604461273
2021-05-02,"2021-05-02 05:00:04",0.169451604461273
2021-05-02,"2021-05-02 05:10:03",0.169451604461273
2021-05-02,"2021-05-02 05:20:03",0.169451604461273
2021-05-02,"2021-05-02 05:30:03",0.169451604461273
2021-05-02,"2021-05-02 05:40:03",0.169451604461273
2021-05-02,"2021-05-02 05:50:03",0.169451604461273
2021-05-02,"2021-05-02 06:00:04",0.169451604461273
2021-05-02,"2021-05-02 06:10:03",0.169451604461273
2021-05-02,"2021-05-02 06:20:03",0.169451604461273
2021-05-02,"2021-05-02 06:30:03",0.169451604461273
2021-05-02,"2021-05-02 06:40:03",0.169451604461273
2021-05-02,"2021-05-02 06:50:03",0.169451604461273
2021-05-02,"2021-05-02 07:00:04",0.169451604461273
2021-05-02,"2021-05-02 07:10:03",0.169451604461273
2021-05-02,"2021-05-02 07:20:03",0.169451604461273
2021-05-02,"2021-05-02 07:30:03",0.169451604461273
2021-05-02,"2021-05-02 07:40:03",0.169451604461273
2021-05-02,"2021-05-02 07:50:03",0.169451604461273
2021-05-02,"2021-05-02 08:00:03",0.169451604461273
2021-05-02,"2021-05-02 08:10:03",0.169451604461273
2021-05-02,"2021-05-02 08:20:03",0.169451604461273
2021-05-02,"2021-05-02 08:30:04",0.169451604461273
2021-05-02,"2021-05-02 08:40:03",0.169451604461273
2021-05-02,"2021-05-02 08:50:03",0.169451604461273
2021-05-02,"2021-05-02 09:00:03",0.169451604461273
2021-05-02,"2021-05-02 09:10:02",0.169451604461273
2021-05-02,"2021-05-02 09:20:05",0.169451604461273
2021-05-02,"2021-05-02 09:30:03",0.169451604461273
2021-05-02,"2021-05-02 09:40:03",0.169451604461273
2021-05-02,"2021-05-02 09:50:03",0.169451604461273
2021-05-02,"2021-05-02 10:00:03",0.169451604461273
2021-05-02,"2021-05-02 10:10:03",0.169451604461273
2021-05-02,"2021-05-02 10:20:03",0.169451604461273
2021-05-02,"2021-05-02 10:30:03",0.169451604461273
2021-05-02,"2021-05-02 10:40:03",0.169451604461273
2021-05-02,"2021-05-02 10:50:03",0.169451604461273
2021-05-02,"2021-05-02 11:00:03",0.169451604461273
2021-05-02,"2021-05-02 11:10:03",0.169451604461273
2021-05-02,"2021-05-02 11:20:03",0.169451604461273
2021-05-02,"2021-05-02 11:30:03",0.169451604461273
2021-05-02,"2021-05-02 11:40:03",0.169451604461273
2021-05-02,"2021-05-02 11:50:03",0.169451604461273
2021-05-02,"2021-05-02 12:00:04",0.169451604461273
2021-05-02,"2021-05-02 12:10:03",0.169451604461273
2021-05-02,"2021-05-02 12:20:03",0.169451604461273
2021-05-02,"2021-05-02 12:30:03",0.170261079989168
2021-05-02,"2021-05-02 12:40:03",0.169454024255873
2021-05-02,"2021-05-02 12:50:03",0.169454024255873
2021-05-02,"2021-05-02 13:00:04",0.169454024255873
2021-05-02,"2021-05-02 13:10:03",0.169454024255873
2021-05-02,"2021-05-02 13:20:03",0.169454024255873
2021-05-02,"2021-05-02 13:30:03",0.169454024255873
2021-05-02,"2021-05-02 13:40:03",0.169454024255873
2021-05-02,"2021-05-02 13:50:03",0.169454024255873
2021-05-02,"2021-05-02 14:00:03",0.169454024255873
2021-05-02,"2021-05-02 14:10:03",0.169454024264173
2021-05-02,"2021-05-02 14:20:03",0.169454024264173
2021-05-02,"2021-05-02 14:30:03",0.169454024264173
2021-05-02,"2021-05-02 14:40:03",0.169454024264173
2021-05-02,"2021-05-02 14:50:03",0.169454024264173
2021-05-02,"2021-05-02 15:00:04",0.169454024264173
2021-05-02,"2021-05-02 15:10:03",0.169454024264173
2021-05-02,"2021-05-02 15:20:03",0.169454024264173
2021-05-02,"2021-05-02 15:30:03",0.169454024264173
2021-05-02,"2021-05-02 15:40:03",0.169454024264173
2021-05-02,"2021-05-02 15:50:03",0.169082511683017
2021-05-02,"2021-05-02 16:00:03",0.169486758073485
2021-05-02,"2021-05-02 16:10:03",0.169486758073485
2021-05-02,"2021-05-02 16:20:03",0.169486758073485
2021-05-02,"2021-05-02 16:30:03",0.169486758073485
2021-05-02,"2021-05-02 16:40:03",0.169486758073485
2021-05-02,"2021-05-02 16:50:03",0.169486758073485
2021-05-02,"2021-05-02 17:00:03",0.169486758073485
2021-05-02,"2021-05-02 17:10:02",0.169486758073485
2021-05-02,"2021-05-02 17:20:03",0.169486758073485
2021-05-02,"2021-05-02 17:30:03",0.169486758073485
2021-05-02,"2021-05-02 17:40:03",0.169486758073485
2021-05-02,"2021-05-02 17:50:03",0.169486758073485
2021-05-02,"2021-05-02 18:00:03",0.169486758073485
2021-05-02,"2021-05-02 18:10:03",0.169486758073485
2021-05-02,"2021-05-02 18:20:03",0.169486758073485
2021-05-02,"2021-05-02 18:30:13",0.169486758073485
2021-05-02,"2021-05-02 18:40:03",0.169486758073485
2021-05-02,"2021-05-02 18:50:05",0.169486758073485
2021-05-02,"2021-05-02 19:00:04",0.169486758073485
2021-05-02,"2021-05-02 19:10:03",0.169486758073485
2021-05-02,"2021-05-02 19:20:03",0.169486758073485
2021-05-02,"2021-05-02 19:30:03",0.169486758073485
2021-05-02,"2021-05-02 19:40:03",0.169486758073485
2021-05-02,"2021-05-02 19:50:03",0.169486758073485
2021-05-02,"2021-05-02 20:00:03",0.169486758073485
2021-05-02,"2021-05-02 20:10:03",0.169486758073485
2021-05-02,"2021-05-02 20:20:03",0.169486758073485
2021-05-02,"2021-05-02 20:30:03",0.169486758073485
2021-05-02,"2021-05-02 20:40:03",0.169486758073485
2021-05-02,"2021-05-02 20:50:03",0.169486758073485
2021-05-02,"2021-05-02 21:00:03",0.169486758073485
2021-05-02,"2021-05-02 21:10:03",0.169486758073485
2021-05-02,"2021-05-02 21:20:03",0.169486758073485
2021-05-02,"2021-05-02 21:30:03",0.169486758073485
2021-05-02,"2021-05-02 21:40:03",0.169486758073485
2021-05-02,"2021-05-02 21:50:03",0.169486758073485
2021-05-02,"2021-05-02 22:00:04",0.169486758073485
2021-05-02,"2021-05-02 22:10:03",0.169486758073485
2021-05-02,"2021-05-02 22:20:03",0.169486758073485
2021-05-02,"2021-05-02 22:30:03",0.167888503096672
2021-05-02,"2021-05-02 22:40:03",0.167888503096672
2021-05-02,"2021-05-02 22:50:03",0.167888503096672
2021-05-02,"2021-05-02 23:00:03",0.167888503096672
2021-05-02,"2021-05-02 23:10:03",0.167888503096672
2021-05-02,"2021-05-02 23:20:03",0.167888503096672
2021-05-02,"2021-05-02 23:30:02",0.167888503096672
2021-05-02,"2021-05-02 23:40:03",0.167888503096672
2021-05-02,"2021-05-02 23:50:03",0.167888503096672
2021-05-03,"2021-05-03 00:00:04",0.167888503096672
2021-05-03,"2021-05-03 00:10:03",0.167888503096672
2021-05-03,"2021-05-03 00:20:03",0.167888503096672
2021-05-03,"2021-05-03 00:30:03",0.167888503096672
2021-05-03,"2021-05-03 00:40:03",0.167888503096672
2021-05-03,"2021-05-03 00:50:03",0.167888503096672
2021-05-03,"2021-05-03 01:00:03",0.167888503096672
2021-05-03,"2021-05-03 01:10:04",0.167888503096672
2021-05-03,"2021-05-03 01:20:03",0.167888503096672
2021-05-03,"2021-05-03 01:30:03",0.167888503096672
2021-05-03,"2021-05-03 01:40:03",0.167888503096672
2021-05-03,"2021-05-03 01:50:03",0.167888503096672
2021-05-03,"2021-05-03 02:00:04",0.167888503096672
2021-05-03,"2021-05-03 02:10:03",0.167888503096672
2021-05-03,"2021-05-03 02:20:03",0.167888503096672
2021-05-03,"2021-05-03 02:30:03",0.167888503096672
2021-05-03,"2021-05-03 02:40:03",0.167888503096672
2021-05-03,"2021-05-03 02:50:03",0.167888503096672
2021-05-03,"2021-05-03 03:00:03",0.167888503096672
2021-05-03,"2021-05-03 03:10:03",0.167888503096672
2021-05-03,"2021-05-03 03:20:03",0.167888503096672
2021-05-03,"2021-05-03 03:30:03",0.165503262497418
2021-05-03,"2021-05-03 03:40:03",0.163578702630435
2021-05-03,"2021-05-03 03:50:03",0.163578702630435
2021-05-03,"2021-05-03 04:00:04",0.163578702630435
2021-05-03,"2021-05-03 04:10:03",0.163578702630435
2021-05-03,"2021-05-03 04:20:03",0.163578702630435
2021-05-03,"2021-05-03 04:30:03",0.163578702630435
2021-05-03,"2021-05-03 04:40:03",0.163578702630435
2021-05-03,"2021-05-03 04:50:03",0.163578702630435
2021-05-03,"2021-05-03 05:00:03",0.163578702630435
2021-05-03,"2021-05-03 05:10:03",0.163578702630435
2021-05-03,"2021-05-03 05:20:03",0.163578702630435
2021-05-03,"2021-05-03 05:30:03",0.163578702630435
2021-05-03,"2021-05-03 05:40:02",0.163578702630435
2021-05-03,"2021-05-03 05:50:03",0.163578702630435
2021-05-03,"2021-05-03 06:00:03",0.163578702630435
2021-05-03,"2021-05-03 06:10:03",0.163578702630435
2021-05-03,"2021-05-03 06:20:03",0.163578702648468
2021-05-03,"2021-05-03 06:30:03",0.162260049294937
2021-05-03,"2021-05-03 06:40:03",0.162260049294937
2021-05-03,"2021-05-03 06:50:03",0.162260049294937
2021-05-03,"2021-05-03 07:00:04",0.162260049294937
2021-05-03,"2021-05-03 07:10:03",0.162260049294937
2021-05-03,"2021-05-03 07:20:03",0.162260049294937
2021-05-03,"2021-05-03 07:30:03",0.162260049294937
2021-05-03,"2021-05-03 07:40:03",0.162260049294937
2021-05-03,"2021-05-03 07:50:03",0.162260049294937
2021-05-03,"2021-05-03 08:00:03",0.162260049294937
2021-05-03,"2021-05-03 08:10:03",0.162260049294937
2021-05-03,"2021-05-03 08:20:03",0.162260049294937
2021-05-03,"2021-05-03 08:30:03",0.162260049294937
2021-05-03,"2021-05-03 08:40:03",0.162260049294937
2021-05-03,"2021-05-03 08:50:03",0.162260049294937
2021-05-03,"2021-05-03 09:00:04",0.162260049294937
2021-05-03,"2021-05-03 09:10:03",0.162260049294937
2021-05-03,"2021-05-03 09:20:03",0.162260049294937
2021-05-03,"2021-05-03 09:30:03",0.162260049294937
2021-05-03,"2021-05-03 09:40:03",0.162260049294937
2021-05-03,"2021-05-03 09:50:03",0.162260049294937
2021-05-03,"2021-05-03 10:00:04",0.162260049294937
2021-05-03,"2021-05-03 10:10:03",0.162260049294937
2021-05-03,"2021-05-03 10:20:03",0.162260049294937
2021-05-03,"2021-05-03 10:30:03",0.162260049294937
2021-05-03,"2021-05-03 10:40:03",0.162260049294937
2021-05-03,"2021-05-03 10:50:03",0.162260049294937
2021-05-03,"2021-05-03 11:00:04",0.162260049294937
2021-05-03,"2021-05-03 11:10:04",0.162260049294937
2021-05-03,"2021-05-03 11:20:03",0.162260049294937
2021-05-03,"2021-05-03 11:30:03",0.162260049294937
2021-05-03,"2021-05-03 11:40:03",0.162260049294937
2021-05-03,"2021-05-03 11:50:03",0.162260049294937
2021-05-03,"2021-05-03 12:00:04",0.162260049294937
2021-05-03,"2021-05-03 12:10:03",0.162260049294937
2021-05-03,"2021-05-03 12:20:03",0.162260049294937
2021-05-03,"2021-05-03 12:30:03",0.162260049294937
2021-05-03,"2021-05-03 12:40:02",0.162260049294937
2021-05-03,"2021-05-03 12:50:03",0.162260049294937
2021-05-03,"2021-05-03 13:00:04",0.162260049294937
2021-05-03,"2021-05-03 13:10:03",0.162260992580199
2021-05-03,"2021-05-03 13:20:03",0.162260992580199
2021-05-03,"2021-05-03 13:30:03",0.162260992580199
2021-05-03,"2021-05-03 13:40:03",0.162260992580199
2021-05-03,"2021-05-03 13:50:03",0.164627716194975
2021-05-03,"2021-05-03 14:00:04",0.164627716194975
2021-05-03,"2021-05-03 14:10:03",0.164627716194975
2021-05-03,"2021-05-03 14:20:03",0.164627716194975
2021-05-03,"2021-05-03 14:30:03",0.164627716194975
2021-05-03,"2021-05-03 14:40:03",0.164627716194975
2021-05-03,"2021-05-03 14:50:03",0.164627716194975
2021-05-03,"2021-05-03 15:00:04",0.164627716194975
2021-05-03,"2021-05-03 15:10:03",0.164627716194975
2021-05-03,"2021-05-03 15:20:02",0.164627716194975
2021-05-03,"2021-05-03 15:30:03",0.164627716194975
2021-05-03,"2021-05-03 15:40:03",0.164627716194975
2021-05-03,"2021-05-03 15:50:03",0.164627716194975
2021-05-03,"2021-05-03 16:00:04",0.164627716194975
2021-05-03,"2021-05-03 16:10:03",0.164627716194975
2021-05-03,"2021-05-03 16:20:03",0.164627716194975
2021-05-03,"2021-05-03 16:30:03",0.164627716194975
2021-05-03,"2021-05-03 16:40:03",0.164627716194975
2021-05-03,"2021-05-03 16:50:03",0.164627716194975
2021-05-03,"2021-05-03 17:00:04",0.164627716194975
2021-05-03,"2021-05-03 17:10:03",0.164627716194975
2021-05-03,"2021-05-03 17:20:03",0.164627716194975
2021-05-03,"2021-05-03 17:30:03",0.164627716194975
2021-05-03,"2021-05-03 17:40:03",0.164627716194975
2021-05-03,"2021-05-03 17:50:03",0.164627716194975
2021-05-03,"2021-05-03 18:00:03",0.164627716194975
2021-05-03,"2021-05-03 18:10:03",0.164627716194975
2021-05-03,"2021-05-03 18:20:03",0.164627716194975
2021-05-03,"2021-05-03 18:30:03",0.164627716194975
2021-05-03,"2021-05-03 18:40:03",0.164627716194975
2021-05-03,"2021-05-03 18:50:03",0.164627716194975
2021-05-03,"2021-05-03 19:00:03",0.164627716194975
2021-05-03,"2021-05-03 19:10:03",0.164627716194975
2021-05-03,"2021-05-03 19:20:03",0.164627716194975
2021-05-03,"2021-05-03 19:30:03",0.164627716194975
2021-05-03,"2021-05-03 19:40:03",0.164627716194975
2021-05-03,"2021-05-03 19:50:03",0.164627716194975
2021-05-03,"2021-05-03 20:00:03",0.164627716194975
2021-05-03,"2021-05-03 20:10:03",0.164627716194975
2021-05-03,"2021-05-03 20:20:03",0.164627716194975
2021-05-03,"2021-05-03 20:30:03",0.164627716194975
2021-05-03,"2021-05-03 20:40:03",0.164627716194975
2021-05-03,"2021-05-03 20:50:03",0.164627716194975
2021-05-03,"2021-05-03 21:00:03",0.164627716194975
2021-05-03,"2021-05-03 21:10:03",0.164627716194975
2021-05-03,"2021-05-03 21:20:03",0.164627716194975
2021-05-03,"2021-05-03 21:30:03",0.164627716194975
2021-05-03,"2021-05-03 21:40:03",0.164627716194975
2021-05-03,"2021-05-03 21:50:03",0.164627716194975
2021-05-03,"2021-05-03 22:00:04",0.164627716194975
2021-05-03,"2021-05-03 22:10:04",0.164627716194975
2021-05-03,"2021-05-03 22:20:03",0.164627716194975
2021-05-03,"2021-05-03 22:30:03",0.164627716194975
2021-05-03,"2021-05-03 22:40:03",0.164627716194975
2021-05-03,"2021-05-03 22:50:03",0.164627716194975
2021-05-03,"2021-05-03 23:00:03",0.164627716194975
2021-05-03,"2021-05-03 23:10:03",0.164627716194975
2021-05-03,"2021-05-03 23:20:03",0.164627716194975
2021-05-03,"2021-05-03 23:30:03",0.164627716194975
2021-05-03,"2021-05-03 23:40:03",0.164627716194975
2021-05-03,"2021-05-03 23:50:03",0.164627716194975
2021-05-04,"2021-05-04 00:00:03",0.164627716194975
2021-05-04,"2021-05-04 00:10:03",0.164627716194975
2021-05-04,"2021-05-04 00:20:03",0.164627716194975
2021-05-04,"2021-05-04 00:30:03",0.164627716194975
2021-05-04,"2021-05-04 00:40:03",0.164730325555781
2021-05-04,"2021-05-04 00:50:04",0.164730325555781
2021-05-04,"2021-05-04 01:00:03",0.164730325555781
2021-05-04,"2021-05-04 01:10:03",0.164730325555781
2021-05-04,"2021-05-04 01:20:03",0.164730325555781
2021-05-04,"2021-05-04 01:30:03",0.164730325555781
2021-05-04,"2021-05-04 01:40:03",0.164730325555781
2021-05-04,"2021-05-04 01:50:03",0.164730325555781
2021-05-04,"2021-05-04 02:00:04",0.164730325555781
2021-05-04,"2021-05-04 02:10:02",0.164730325555781
2021-05-04,"2021-05-04 02:20:03",0.164730325555781
2021-05-04,"2021-05-04 02:30:03",0.164730325555781
2021-05-04,"2021-05-04 02:40:03",0.164730325555781
2021-05-04,"2021-05-04 02:50:03",0.164730325555781
2021-05-04,"2021-05-04 03:00:04",0.164730325555781
2021-05-04,"2021-05-04 03:10:03",0.164730325555781
2021-05-04,"2021-05-04 03:20:03",0.164730325555781
2021-05-04,"2021-05-04 03:30:03",0.164730325555781
2021-05-04,"2021-05-04 03:40:03",0.164730325555781
2021-05-04,"2021-05-04 03:50:03",0.164730325555781
2021-05-04,"2021-05-04 04:00:04",0.164730325555781
2021-05-04,"2021-05-04 04:10:03",0.164730325555781
2021-05-04,"2021-05-04 04:20:03",0.164950330124244
2021-05-04,"2021-05-04 04:30:03",0.164950330124244
2021-05-04,"2021-05-04 04:40:03",0.164950330124244
2021-05-04,"2021-05-04 04:50:03",0.164950330124244
2021-05-04,"2021-05-04 05:00:04",0.164950330124244
2021-05-04,"2021-05-04 05:10:03",0.164950330124244
2021-05-04,"2021-05-04 05:20:03",0.164950330124244
2021-05-04,"2021-05-04 05:30:03",0.164950330124244
2021-05-04,"2021-05-04 05:40:02",0.164950330124244
2021-05-04,"2021-05-04 05:50:03",0.164950330124244
2021-05-04,"2021-05-04 06:00:03",0.164950330124244
2021-05-04,"2021-05-04 06:10:03",0.164950330124244
